Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Year Remod/Add,TotRms AbvGrd,Lot Area,Neighborhood,House Style,Exterior 1st,SalePrice
5,1518,0.0,0.0,1580.0,1518,1940,1,2007,5,19550,Edwards,1Story,PreCast,260000
6,1674,2.0,396.0,1163.0,1163,1918,2,1950,8,21780,Edwards,1.5Fin,Wd Sdng,185000
6,2108,2.0,540.0,1127.0,1236,1935,2,1986,7,13728,Edwards,2Story,Stucco,235000
5,1509,1.0,322.0,1509.0,1509,1956,1,1956,6,9571,Edwards,1Story,Wd Sdng,159900
5,864,0.0,0.0,864.0,864,1975,1,1975,4,9350,Edwards,SFoyer,HdBoard,99600
6,1269,1.0,280.0,621.0,621,1962,1,2001,7,9360,Edwards,2Story,VinylSd,134500
5,1367,1.0,384.0,861.0,961,1900,1,1950,7,8405,Edwards,1.5Fin,MetalSd,119000
5,1347,0.0,0.0,1117.0,820,1910,1,1991,5,7000,Edwards,2Story,MetalSd,107500
5,1164,1.0,240.0,1164.0,1164,1950,1,1950,5,10880,Edwards,1Story,MetalSd,125000
6,1096,0.0,0.0,572.0,572,1924,1,1950,5,9600,Edwards,1.5Fin,Wd Sdng,79000
5,1111,1.0,200.0,616.0,616,1941,1,1950,5,9084,Edwards,1.5Fin,VinylSd,95000
7,2329,2.0,514.0,1475.0,1532,1990,2,1990,10,11839,SawyerW,2Story,HdBoard,262280
6,2814,2.0,614.0,1077.0,1093,1995,2,2002,9,9771,SawyerW,2Story,HdBoard,260000
7,1626,2.0,534.0,1602.0,1626,1994,2,1994,7,9938,SawyerW,1Story,HdBoard,226500
7,2200,2.0,453.0,812.0,1101,1993,2,1994,9,14171,SawyerW,2Story,VinylSd,225000
7,2037,2.0,472.0,672.0,1302,1996,2,1996,8,10541,SawyerW,SLvl,VinylSd,229000
7,1356,2.0,484.0,628.0,628,2007,2,2007,6,10616,CollgCr,2Story,VinylSd,177439
8,1615,3.0,864.0,1615.0,1615,2007,2,2007,7,9345,CollgCr,1Story,VinylSd,248500
9,2276,3.0,1348.0,2271.0,2276,2008,2,2008,7,11778,CollgCr,1Story,VinylSd,475000
9,1766,3.0,874.0,1751.0,1766,2008,2,2008,8,11778,CollgCr,1Story,VinylSd,395039
7,2097,3.0,678.0,1080.0,1080,1993,2,1993,9,11228,SawyerW,2Story,VinylSd,228000
8,1511,3.0,811.0,1401.0,1511,1995,2,1995,6,11454,SawyerW,SLvl,VinylSd,225000
6,1643,2.0,438.0,1182.0,1643,1966,2,1966,6,11500,ClearCr,1Story,Plywood,195000
6,1688,2.0,603.0,616.0,616,1997,2,1997,8,12798,ClearCr,2Story,VinylSd,200000
5,990,2.0,528.0,990.0,990,1994,1,1994,5,9750,CollgCr,1Story,VinylSd,155000
5,1099,1.0,352.0,1099.0,1099,1995,1,2006,6,9525,CollgCr,1Story,VinylSd,144000
5,990,2.0,672.0,990.0,990,1994,1,1995,5,9245,CollgCr,1Story,VinylSd,145000
7,1418,2.0,558.0,1418.0,1418,1997,2,1998,5,8696,CollgCr,1Story,VinylSd,226001
6,1771,2.0,600.0,864.0,872,1997,2,1997,6,13142,CollgCr,2Story,VinylSd,215700
7,1652,2.0,532.0,782.0,782,2000,2,2000,6,8998,CollgCr,2Story,VinylSd,207500
7,1790,2.0,588.0,873.0,882,1999,2,1999,7,9179,CollgCr,2Story,VinylSd,193000
7,1724,2.0,527.0,880.0,880,1998,2,1999,8,8924,CollgCr,2Story,VinylSd,188000
7,1479,2.0,577.0,1468.0,1479,1999,2,2000,6,9382,CollgCr,1Story,VinylSd,191000
7,1494,2.0,530.0,1494.0,1494,2002,2,2002,6,12803,CollgCr,1Story,VinylSd,221000
7,1792,2.0,564.0,963.0,963,2001,2,2001,7,12435,CollgCr,2Story,VinylSd,231500
7,1823,2.0,626.0,928.0,928,2000,2,2001,6,12192,CollgCr,2Story,VinylSd,235000
7,1786,2.0,608.0,920.0,920,2001,2,2002,6,11250,CollgCr,2Story,VinylSd,223500
5,938,1.0,308.0,938.0,938,1975,1,1980,5,9200,CollgCr,1Story,VinylSd,130250
5,985,1.0,328.0,985.0,985,1977,2,1977,6,8385,CollgCr,SLvl,HdBoard,149900
5,1174,2.0,528.0,864.0,1174,1978,1,1978,5,12250,CollgCr,1Story,HdBoard,158000
6,1026,2.0,576.0,940.0,1026,1978,1,1978,5,10970,CollgCr,SLvl,Plywood,147000
5,1076,2.0,576.0,1076.0,1076,1975,1,1975,5,9216,CollgCr,1Story,HdBoard,143195
5,1558,2.0,440.0,864.0,1558,1975,2,2001,5,14330,CollgCr,1Story,Plywood,163000
5,924,1.0,280.0,924.0,924,1975,1,1975,5,7990,CollgCr,1Story,HdBoard,110000
5,864,1.0,352.0,864.0,864,1972,1,1972,5,7180,CollgCr,1Story,HdBoard,127000
5,780,1.0,352.0,780.0,780,1972,1,1972,4,7200,CollgCr,1Story,HdBoard,124900
8,1795,2.0,534.0,1777.0,1795,2002,2,2002,7,9742,CollgCr,1Story,VinylSd,230000
8,2031,2.0,577.0,1128.0,1128,2002,2,2002,7,9473,CollgCr,2Story,VinylSd,237000
7,1865,3.0,839.0,992.0,992,2000,2,2000,7,10316,CollgCr,2Story,VinylSd,235000
7,2161,2.0,570.0,1257.0,1290,2001,2,2001,8,10400,CollgCr,2Story,VinylSd,230500
8,1852,3.0,660.0,1004.0,1004,1999,2,2000,7,9066,CollgCr,2Story,VinylSd,230000
7,2031,2.0,541.0,1153.0,1153,1998,2,1999,8,11404,CollgCr,2Story,VinylSd,222500
8,2263,2.0,905.0,1055.0,1055,2001,2,2002,7,9240,CollgCr,2Story,VinylSd,287000
9,1947,3.0,725.0,1357.0,1366,2001,2,2002,7,9720,CollgCr,2Story,VinylSd,274000
8,1786,3.0,715.0,1778.0,1786,2002,2,2003,6,14860,CollgCr,1Story,VinylSd,300000
8,2290,2.0,779.0,1128.0,1149,2002,2,2002,9,11250,CollgCr,2Story,CemntBd,255900
7,1768,2.0,543.0,884.0,884,2003,2,2003,8,8158,CollgCr,2Story,VinylSd,224900
7,2327,2.0,596.0,1129.0,1129,2003,2,2003,9,10905,CollgCr,2Story,VinylSd,240000
7,1640,2.0,595.0,798.0,798,2003,2,2003,6,7226,CollgCr,2Story,VinylSd,183000
8,1764,2.0,560.0,850.0,886,1999,2,2000,7,11690,CollgCr,2Story,VinylSd,207000
7,1908,2.0,493.0,915.0,933,1994,2,1995,8,8750,CollgCr,2Story,VinylSd,210000
6,848,2.0,420.0,848.0,848,2003,1,2003,3,4435,CollgCr,1Story,VinylSd,136500
6,848,2.0,420.0,848.0,848,2004,1,2004,3,4426,CollgCr,1Story,VinylSd,145000
6,1493,2.0,508.0,1478.0,1493,1997,2,1998,7,13125,CollgCr,1Story,VinylSd,208900
6,1838,3.0,721.0,1838.0,1838,1997,2,1998,8,10126,CollgCr,SFoyer,VinylSd,185000
7,1536,2.0,532.0,1536.0,1536,2002,2,2003,7,9135,CollgCr,1Story,VinylSd,214000
7,1710,2.0,548.0,856.0,856,2003,2,2003,8,8450,CollgCr,2Story,VinylSd,208500
7,1445,2.0,470.0,1445.0,1445,2004,2,2004,6,9750,CollgCr,1Story,VinylSd,186500
7,1436,2.0,484.0,1436.0,1436,2004,2,2004,8,8450,CollgCr,1Story,VinylSd,210000
7,1582,2.0,520.0,770.0,770,2004,2,2004,6,8320,CollgCr,2Story,VinylSd,185900
8,1234,2.0,484.0,1234.0,1234,2007,2,2007,7,11049,CollgCr,1Story,VinylSd,179900
7,1564,3.0,814.0,1564.0,1564,2007,2,2007,6,11058,CollgCr,1Story,VinylSd,218836
7,1361,2.0,610.0,1351.0,1361,2007,2,2007,6,9627,CollgCr,1Story,VinylSd,193000
7,1456,2.0,410.0,728.0,728,2005,2,2005,7,8199,CollgCr,2Story,WdShing,189000
6,848,2.0,420.0,848.0,848,2004,1,2004,3,4426,CollgCr,1Story,VinylSd,149300
6,848,2.0,420.0,848.0,848,2004,1,2004,3,4426,CollgCr,1Story,VinylSd,141000
6,848,2.0,420.0,848.0,848,2004,1,2004,3,4438,CollgCr,1Story,VinylSd,149000
6,848,2.0,420.0,848.0,848,2004,1,2004,4,4438,CollgCr,1Story,VinylSd,144500
5,796,0.0,0.0,796.0,796,1910,1,1950,4,8777,Edwards,1Story,MetalSd,85000
5,2200,0.0,0.0,1272.0,1272,1900,2,2003,9,8777,Edwards,1.5Fin,MetalSd,145900
5,1092,1.0,264.0,1092.0,1092,1966,1,1966,6,9825,Edwards,1Story,HdBoard,123000
5,1256,1.0,276.0,1256.0,1256,1965,1,1965,6,9937,Edwards,1Story,HdBoard,147500
5,1033,2.0,504.0,456.0,1033,1976,1,1976,6,12102,Edwards,SFoyer,HdBoard,165000
6,1127,2.0,480.0,1127.0,1127,1976,1,1976,6,6500,Edwards,1Story,HdBoard,135000
5,996,0.0,0.0,996.0,996,1940,1,1969,6,13907,Edwards,1Story,WdShing,108000
4,1181,2.0,588.0,1138.0,1181,1972,2,1972,6,10012,Edwards,SFoyer,Plywood,137500
7,1656,2.0,397.0,746.0,760,2003,2,2004,7,6931,Edwards,2Story,VinylSd,165400
6,1117,2.0,542.0,1029.0,1117,1977,1,1977,6,9638,Edwards,SLvl,Plywood,147000
6,1398,2.0,440.0,684.0,684,1976,1,2001,6,7200,Edwards,2Story,Plywood,160500
4,1132,2.0,451.0,1132.0,1132,2005,1,2005,5,7024,Edwards,1Story,VinylSd,176000
5,3820,2.0,624.0,0.0,3820,1959,3,1996,11,47007,Edwards,1Story,Plywood,284700
10,5642,2.0,1418.0,6110.0,4692,2008,2,2008,12,63887,Edwards,2Story,Stucco,160000
6,1072,2.0,525.0,547.0,1072,2005,1,2005,5,3675,Edwards,SLvl,VinylSd,148000
4,1152,0.0,0.0,0.0,1152,1955,2,1955,6,6040,Edwards,1Story,AsbShng,82000
4,1152,0.0,0.0,0.0,1152,1955,2,1955,6,6012,Edwards,1Story,AsbShng,82000
4,1440,0.0,0.0,1440.0,1440,1955,2,1955,8,12108,Edwards,1Story,VinylSd,118000
4,1152,0.0,0.0,0.0,1152,1955,2,1955,6,6845,Edwards,1Story,WdShing,82500
4,784,0.0,0.0,784.0,784,1955,1,1955,4,6931,Edwards,1Story,Wd Sdng,91900
5,1053,0.0,0.0,585.0,585,1938,1,2007,5,12180,Edwards,1.5Fin,Wd Sdng,120000
5,1137,0.0,0.0,0.0,929,1947,1,1993,8,8050,Edwards,1.5Fin,MetalSd,96000
4,930,1.0,286.0,911.0,930,1953,1,1953,5,9520,Edwards,1Story,MetalSd,99000
5,1200,1.0,240.0,768.0,768,1946,1,1995,6,11767,Edwards,1.5Fin,MetalSd,130500
4,1470,1.0,548.0,941.0,997,1954,2,1972,7,8172,Edwards,1.5Fin,MetalSd,135000
5,1393,1.0,300.0,816.0,872,1955,1,1955,8,16466,Edwards,1.5Fin,MetalSd,135500
4,1204,1.0,312.0,416.0,1204,1954,1,1954,6,7692,Edwards,SLvl,Wd Sdng,100000
4,1292,1.0,205.0,949.0,949,1923,1,2008,6,5142,Edwards,1.5Fin,Wd Sdng,108000
5,864,0.0,0.0,864.0,864,1925,1,1950,5,5604,Edwards,1Story,Stucco,98000
3,864,0.0,0.0,864.0,864,1914,1,1950,5,8248,Edwards,1Story,Stucco,67000
5,1716,0.0,0.0,780.0,936,1912,2,2000,9,5687,SWISU,2Story,VinylSd,135900
6,1482,1.0,400.0,672.0,810,1925,2,1950,7,12155,SWISU,2Story,Wd Sdng,140000
5,2192,1.0,240.0,720.0,1052,1939,2,1997,8,8400,SWISU,2.5Fin,Wd Sdng,179500
6,1694,2.0,576.0,1181.0,1390,1925,2,1950,7,8400,SWISU,1.5Fin,MetalSd,136500
7,1424,1.0,312.0,1228.0,1424,1921,2,1950,7,7290,SWISU,1Story,WdShing,168000
5,1964,0.0,0.0,940.0,1024,1911,1,1950,7,8525,SWISU,2Story,MetalSd,130000
5,2601,2.0,621.0,612.0,990,1921,3,1998,8,9842,SWISU,2Story,MetalSd,189000
6,1920,2.0,480.0,960.0,960,1930,2,1950,10,7804,SWISU,2.5Unf,Stucco,161900
6,1316,1.0,369.0,644.0,672,1926,1,1950,6,8969,Crawfor,2Story,Wd Sdng,145000
6,2555,2.0,672.0,588.0,1423,1922,2,1994,11,11526,Crawfor,2.5Fin,MetalSd,191000
6,1680,1.0,308.0,840.0,840,1915,2,1976,8,15576,Crawfor,2Story,Wd Sdng,177000
6,1264,2.0,400.0,676.0,676,1914,1,1995,6,15564,Crawfor,1.5Fin,Wd Sdng,147500
6,790,1.0,160.0,768.0,790,1930,1,1950,4,6292,SWISU,1Story,Wd Sdng,91000
8,1512,1.0,180.0,798.0,798,1925,2,1997,7,7609,Crawfor,2Story,Stucco,231000
6,1639,1.0,240.0,1064.0,1166,1936,1,1950,6,10480,SWISU,1.5Fin,MetalSd,115000
6,1603,2.0,599.0,784.0,819,1923,1,1950,7,9650,Crawfor,2Story,Wd Sdng,138000
7,1502,1.0,270.0,776.0,851,1931,1,2000,6,7200,Crawfor,2Story,Stucco,149000
6,1660,1.0,240.0,715.0,849,1934,1,1995,6,11988,Crawfor,2Story,Stucco,188700
5,1938,1.0,240.0,942.0,1265,1937,2,1995,7,11700,Crawfor,1.5Fin,WdShing,198000
5,1374,1.0,225.0,884.0,932,1938,1,1950,6,9260,Crawfor,1.5Fin,Wd Sdng,110000
6,1091,1.0,344.0,1091.0,1091,1951,1,1951,5,7801,Crawfor,1Story,WdShing,104000
8,1873,2.0,786.0,608.0,983,1935,1,1950,9,9670,Crawfor,2Story,BrkFace,257076
8,3447,3.0,1014.0,728.0,1968,1935,3,1997,11,14100,Crawfor,1.5Fin,Stucco,381000
7,1954,2.0,431.0,798.0,1137,1939,1,2006,8,15660,Crawfor,1.5Fin,VinylSd,311500
7,2161,2.0,506.0,832.0,1218,1950,2,2000,8,12392,Crawfor,1.5Fin,VinylSd,263400
5,1898,2.0,484.0,1898.0,1898,1956,2,1956,7,26073,Crawfor,1Story,BrkFace,236500
6,1640,2.0,924.0,1296.0,1640,1954,1,2006,7,14778,Crawfor,1Story,HdBoard,224000
6,1032,2.0,462.0,516.0,516,1980,1,1980,5,1879,Blueste,2Story,MetalSd,116500
6,1556,2.0,452.0,716.0,716,1980,2,1980,6,1950,Blueste,2Story,MetalSd,151000
6,919,1.0,195.0,894.0,919,1926,1,1998,5,7000,IDOTRR,1Story,VinylSd,126000
6,1090,1.0,240.0,720.0,760,1940,1,2006,5,6000,IDOTRR,1.5Fin,VinylSd,120000
4,796,0.0,0.0,796.0,796,1922,1,1950,5,3636,IDOTRR,1Story,AsbShng,55000
6,816,1.0,432.0,816.0,816,1930,1,2007,5,5890,IDOTRR,1Story,Wd Sdng,120500
5,778,1.0,924.0,740.0,778,1940,1,1955,4,6900,IDOTRR,1Story,VinylSd,120500
5,1200,0.0,0.0,780.0,780,1930,1,1950,7,8155,IDOTRR,1.5Fin,Wd Sdng,119000
5,1656,1.0,288.0,624.0,1092,1967,1,1967,7,6000,IDOTRR,SLvl,HdBoard,126000
5,912,1.0,360.0,520.0,912,1930,1,1995,5,7392,IDOTRR,1Story,Wd Sdng,99500
5,1955,1.0,356.0,1151.0,1151,1958,2,1958,7,9000,IDOTRR,1.5Fin,WdShing,165500
1,733,2.0,487.0,0.0,733,1952,1,1952,4,14584,IDOTRR,1Story,AsbShng,13100
4,1361,1.0,185.0,173.0,825,1895,1,1950,6,5280,IDOTRR,2Story,Wd Sdng,89000
4,1317,1.0,250.0,649.0,649,1920,1,1950,6,8500,IDOTRR,2Story,BrkFace,40000
4,1049,1.0,195.0,356.0,671,1910,1,2000,5,5150,IDOTRR,1.5Fin,Plywood,80900
3,894,3.0,1248.0,894.0,894,1935,1,1950,6,18000,IDOTRR,1Story,MetalSd,81000
4,864,1.0,216.0,592.0,432,1920,1,1950,5,9000,IDOTRR,2Story,MetalSd,65000
8,1652,2.0,482.0,1600.0,1652,2008,2,2008,5,5587,Crawfor,1Story,CemntBd,392500
8,1648,2.0,525.0,1596.0,1648,2007,2,2008,5,3843,Crawfor,1Story,CemntBd,294464
7,1646,2.0,482.0,1594.0,1646,2004,2,2005,5,3811,Crawfor,1Story,CemntBd,250000
8,1646,2.0,482.0,1594.0,1646,2004,2,2005,5,3842,Crawfor,1Story,CemntBd,275000
7,2032,3.0,786.0,1840.0,2032,1996,3,1997,7,23730,Mitchel,1Story,MetalSd,300000
8,1689,3.0,857.0,1568.0,1689,2002,2,2002,7,13265,Mitchel,1Story,CemntBd,271000
7,1820,3.0,816.0,910.0,910,1996,2,1997,8,11050,Mitchel,2Story,VinylSd,213000
6,1118,1.0,358.0,1096.0,1118,1977,1,1977,6,9880,Mitchel,SLvl,Plywood,171000
6,1279,2.0,473.0,1196.0,1279,1977,2,1977,6,10125,Mitchel,1Story,Plywood,171500
5,1872,2.0,484.0,0.0,936,1976,2,1976,8,10260,Mitchel,2Story,Plywood,100000
4,1689,2.0,432.0,1680.0,1689,1991,2,1991,6,9990,Mitchel,1Story,HdBoard,228500
5,1786,2.0,529.0,1499.0,1619,1965,2,1965,7,164660,Timber,1.5Fin,Plywood,228950
7,1501,2.0,512.0,1277.0,1501,1986,2,1986,6,4084,Timber,1Story,VinylSd,241500
8,2898,2.0,665.0,1565.0,2898,1976,2,1976,10,15498,Timber,1Story,Stone,287000
8,1537,3.0,788.0,1518.0,1537,2006,2,2007,8,11563,Timber,1Story,VinylSd,294000
8,1646,3.0,800.0,1638.0,1646,2007,2,2008,7,9520,Timber,1Story,VinylSd,293077
8,1780,2.0,612.0,920.0,920,2007,2,2007,6,12852,Timber,2Story,VinylSd,264966
5,1442,2.0,400.0,352.0,712,2006,2,2007,6,9802,Timber,SLvl,VinylSd,172500
5,1394,2.0,400.0,384.0,754,2006,2,2007,7,9735,Timber,SLvl,VinylSd,167500
7,1612,3.0,666.0,796.0,796,2008,2,2008,6,12018,Timber,2Story,VinylSd,218689
6,1495,2.0,438.0,1495.0,1495,1989,2,1989,8,12890,Timber,1Story,Wd Sdng,150000
6,1651,2.0,616.0,1606.0,1651,1986,2,1986,7,12416,Timber,1Story,VinylSd,184000
6,1256,2.0,578.0,1256.0,1256,1986,2,1986,6,18265,Timber,1Story,Plywood,180000
6,1509,2.0,600.0,1461.0,1509,1988,2,1989,5,10200,Timber,SLvl,HdBoard,175000
8,1440,2.0,467.0,1432.0,1440,2003,2,2003,7,11202,Timber,1Story,VinylSd,232500
6,1675,2.0,435.0,1666.0,1675,1999,2,2000,6,7915,Timber,1Story,VinylSd,195000
8,2262,3.0,749.0,1482.0,1482,2003,2,2003,10,12244,Timber,2Story,VinylSd,305000
8,1728,2.0,520.0,1884.0,1728,2007,2,2007,7,11449,Timber,1Story,VinylSd,298751
8,1964,3.0,892.0,1964.0,1964,2005,2,2006,7,11447,Timber,1Story,VinylSd,370000
7,1344,4.0,784.0,1344.0,1344,1997,2,1998,8,8940,Mitchel,SFoyer,VinylSd,209200
7,1344,4.0,784.0,1344.0,1344,1997,2,1998,8,7060,Mitchel,SFoyer,VinylSd,206300
5,1092,0.0,0.0,1092.0,1092,2007,1,2008,5,9278,Mitchel,1Story,VinylSd,146000
6,1189,2.0,392.0,1189.0,1189,1997,2,1997,4,4500,Mitchel,1Story,VinylSd,160500
4,1200,3.0,850.0,1200.0,1200,1964,1,1964,6,14137,Mitchel,SFoyer,HdBoard,173000
5,1040,2.0,499.0,1040.0,1040,1975,1,1975,6,4224,MeadowV,1Story,CemntBd,124000
5,1304,1.0,336.0,264.0,616,1976,1,1976,4,2665,MeadowV,2Story,CemntBd,115000
5,1475,1.0,336.0,550.0,925,1976,2,1976,6,2665,MeadowV,2Story,CemntBd,129500
4,988,1.0,297.0,526.0,526,1973,1,2006,5,1974,MeadowV,SFoyer,CemntBd,105000
4,988,1.0,297.0,462.0,526,1973,1,1973,4,1596,MeadowV,SLvl,CemntBd,94900
5,1160,1.0,257.0,1113.0,1160,1968,1,1968,6,17979,Mitchel,1Story,Plywood,152500
6,1092,0.0,0.0,546.0,546,1970,2,2007,6,1477,MeadowV,2Story,CemntBd,98000
4,630,0.0,0.0,630.0,630,1972,1,1972,3,1890,MeadowV,SFoyer,CemntBd,81000
5,988,2.0,520.0,988.0,988,1954,1,1954,4,21750,Mitchel,1Story,HdBoard,113000
5,816,1.0,264.0,816.0,816,1983,1,1983,4,6490,Mitchel,1Story,VinylSd,128500
5,923,1.0,264.0,876.0,923,1984,1,1985,5,6951,Mitchel,1Story,HdBoard,119500
5,816,1.0,264.0,816.0,816,1982,1,2008,5,6600,Mitchel,1Story,VinylSd,130500
5,816,2.0,816.0,816.0,816,1982,1,2003,4,6600,Mitchel,1Story,HdBoard,138000
5,845,1.0,264.0,845.0,845,1982,1,2005,6,6600,Mitchel,1Story,HdBoard,134500
6,1750,1.0,423.0,983.0,983,1940,2,1985,7,12508,Mitchel,1.5Fin,VinylSd,160000
5,889,2.0,484.0,864.0,889,1984,1,1984,6,12395,Mitchel,1Story,HdBoard,137500
5,1968,2.0,530.0,784.0,1168,1969,2,1969,7,11075,Mitchel,2Story,HdBoard,172000
5,1836,1.0,288.0,686.0,1150,1900,2,1950,7,56600,IDOTRR,2.5Unf,Wd Sdng,103000
6,1587,2.0,525.0,1587.0,1587,1971,2,1971,7,10667,NAmes,1Story,MetalSd,167300
7,1277,2.0,526.0,1277.0,1277,1970,1,1970,5,10628,NAmes,1Story,Plywood,167000
7,2223,2.0,516.0,2223.0,2223,1973,2,1973,8,13651,NAmes,1Story,Plywood,244000
8,2217,2.0,621.0,2217.0,2217,1970,2,1970,8,15865,NAmes,1Story,Wd Sdng,268000
7,1733,2.0,433.0,847.0,847,2003,2,2003,7,12394,Gilbert,2Story,VinylSd,225000
6,1572,2.0,373.0,806.0,806,1995,2,1996,7,10364,Gilbert,2Story,MetalSd,168000
6,1470,2.0,388.0,794.0,794,1997,2,1997,6,13869,Gilbert,2Story,VinylSd,177000
6,1600,2.0,460.0,916.0,916,1997,2,1997,7,8773,Gilbert,2Story,VinylSd,169000
6,1384,2.0,390.0,384.0,754,1997,2,1997,7,8872,Gilbert,SLvl,VinylSd,161500
8,1652,2.0,499.0,1494.0,1652,2000,2,2000,6,5330,StoneBr,1Story,CemntBd,251000
6,1694,2.0,398.0,392.0,924,1994,2,1994,7,10147,Gilbert,SLvl,HdBoard,160000
6,1714,2.0,451.0,923.0,947,1999,2,2000,7,8637,Gilbert,2Story,VinylSd,180000
7,1553,2.0,420.0,691.0,691,1996,2,1996,6,7875,Gilbert,2Story,HdBoard,178750
7,1253,2.0,402.0,1237.0,1253,1995,2,1996,6,7875,Gilbert,1Story,HdBoard,176000
6,2299,2.0,482.0,938.0,957,1999,3,2003,7,7500,Gilbert,2Story,VinylSd,204000
7,1187,2.0,420.0,1168.0,1187,1992,2,1993,6,9556,Gilbert,1Story,HdBoard,160000
7,1472,2.0,402.0,384.0,802,1991,2,1992,7,10784,Gilbert,SLvl,HdBoard,160000
7,1482,2.0,392.0,384.0,812,1992,2,1992,7,9125,Gilbert,SLvl,HdBoard,163900
6,1642,2.0,392.0,903.0,910,1993,2,1994,7,7655,Gilbert,2Story,HdBoard,168000
6,1128,2.0,480.0,1302.0,1128,1964,1,1964,6,18160,Gilbert,1Story,HdBoard,154204
8,1088,2.0,461.0,1074.0,1088,1986,1,1986,5,3696,StoneBr,1Story,HdBoard,170000
7,2090,2.0,577.0,1190.0,1190,1984,2,1984,6,5062,StoneBr,2Story,HdBoard,207500
8,1179,2.0,480.0,1166.0,1179,1988,2,1988,5,4740,StoneBr,1Story,CemntBd,182000
8,1321,2.0,484.0,1312.0,1321,1990,1,1990,4,5118,StoneBr,1Story,CemntBd,212000
9,1922,3.0,676.0,1922.0,1922,2005,2,2006,8,14157,StoneBr,1Story,VinylSd,377426
8,2541,3.0,729.0,1149.0,1164,2005,3,2005,10,12328,StoneBr,2Story,VinylSd,349265
9,2338,3.0,1110.0,2660.0,2338,2006,2,2007,8,51974,StoneBr,1Story,VinylSd,591587
5,1424,3.0,828.0,1100.0,1424,1969,1,1990,7,41600,Gilbert,1Story,HdBoard,155000
9,1612,2.0,556.0,1612.0,1612,2006,2,2006,6,8035,StoneBr,1Story,MetalSd,319900
8,1419,2.0,567.0,1419.0,1419,2007,2,2007,7,8089,StoneBr,1Story,MetalSd,392000
8,2234,2.0,724.0,2220.0,2234,2006,1,2006,7,14082,StoneBr,1Story,VinylSd,441929
10,2042,3.0,724.0,1742.0,2042,2006,2,2007,8,13870,StoneBr,1Story,CemntBd,455000
6,1440,2.0,467.0,1440.0,1440,1981,2,1981,7,12546,NWAmes,1Story,MetalSd,182900
6,1284,2.0,480.0,1284.0,1284,1984,2,1984,5,10960,NWAmes,1Story,HdBoard,174000
6,1868,2.0,477.0,585.0,1140,1984,3,2003,7,12090,NWAmes,SLvl,VinylSd,178000
7,1479,2.0,484.0,725.0,725,1981,2,2003,6,12090,NWAmes,2Story,MetalSd,176000
7,1664,2.0,663.0,1529.0,1664,1978,2,1985,7,12299,NWAmes,1Story,Plywood,213000
7,1930,2.0,481.0,780.0,1085,1979,2,1979,9,11339,NWAmes,2Story,HdBoard,192000
7,1969,2.0,534.0,808.0,1161,1977,2,1977,8,11952,NWAmes,2Story,WdShing,190000
6,2030,2.0,551.0,848.0,1118,1976,2,1976,8,12046,NWAmes,2Story,Plywood,195000
6,1032,2.0,564.0,1032.0,1032,1978,2,1978,6,10395,NWAmes,SLvl,HdBoard,148000
6,1177,2.0,495.0,1153.0,1177,1984,2,1984,6,11850,NWAmes,1Story,Plywood,151500
7,1725,2.0,550.0,539.0,1040,1979,2,1979,6,11584,NWAmes,SLvl,HdBoard,197000
6,1353,2.0,478.0,1259.0,1353,1979,2,1999,5,10400,NWAmes,1Story,MetalSd,192350
5,1620,2.0,462.0,780.0,780,1969,2,1969,7,10793,NWAmes,2Story,WdShing,152000
6,1220,2.0,944.0,1625.0,1220,1971,2,1971,6,13001,NWAmes,1Story,HdBoard,170000
5,1484,2.0,487.0,1484.0,1484,1971,2,1971,7,12243,NWAmes,1Story,Plywood,175000
6,1743,2.0,539.0,702.0,1041,1968,1,1968,7,11700,NWAmes,2Story,HdBoard,175000
7,1935,2.0,550.0,793.0,1142,1976,2,1976,7,12384,NWAmes,2Story,Plywood,197900
7,1324,2.0,585.0,1228.0,1324,1976,2,1976,5,8991,NWAmes,SLvl,Plywood,174000
6,1877,2.0,488.0,1084.0,1084,1974,2,1974,8,8000,NWAmes,2Story,HdBoard,178900
5,1109,1.0,288.0,372.0,576,1971,1,2005,5,10500,NAmes,SLvl,MetalSd,139000
6,981,2.0,576.0,981.0,981,1971,1,1971,5,10530,NAmes,1Story,Plywood,143250
7,1479,2.0,484.0,725.0,725,1972,1,2004,7,7472,NAmes,2Story,HdBoard,184000
5,1422,2.0,576.0,925.0,1422,1970,1,1990,7,9457,NAmes,1Story,MetalSd,155000
5,914,1.0,368.0,914.0,914,1970,1,2002,5,7920,NAmes,1Story,HdBoard,133000
5,950,1.0,280.0,950.0,950,1971,1,1971,5,9758,NAmes,1Story,HdBoard,119500
4,872,4.0,480.0,858.0,872,1971,1,1971,5,8294,NAmes,1Story,MetalSd,123000
4,858,1.0,684.0,858.0,858,1971,1,1971,4,7340,NAmes,1Story,HdBoard,110000
4,914,1.0,270.0,914.0,914,1961,1,1961,4,17199,NAmes,1Story,MetalSd,128000
4,864,2.0,528.0,864.0,864,1971,1,1971,5,9000,NAmes,1Story,HdBoard,120500
7,767,1.0,367.0,723.0,767,1998,1,1998,4,4058,NAmes,SFoyer,MetalSd,133000
6,1337,2.0,511.0,1337.0,1337,2001,2,2001,5,4113,NAmes,1Story,MetalSd,155000
